natureza,referência,preçoVenda,preçoAluguel,distrito,concelho,freguesia,tipologia,area,ano,imagens,banco,contacto,email,telefone
Terreno urbano,24338,10000,,,Águeda,,urbano,245,0,"['https://cdn.proppy.app/propertyfiles/18/198430/3da7757e-3b79-4bd1-9075-38bafebdc6da.jpg', 'https://cdn.proppy.app/propertyfiles/18/198430/e0c194bf-48bf-4620-bfe3-ec4e616353e4.jpg', 'https://cdn.proppy.app/propertyfiles/18/198430/797ad44c-5d35-42c6-867c-a2694f880afe.jpg', 'https://cdn.proppy.app/propertyfiles/18/198430/977f246d-ef31-4740-bb3a-c86ca5b42606.jpg', 'https://cdn.proppy.app/propertyfiles/18/198430/08763e95-c326-426b-9df7-efc912479071.jpg', 'https://cdn.proppy.app/propertyfiles/18/198430/3da7757e-3b79-4bd1-9075-38bafebdc6da.jpg', 'https://cdn.proppy.app/propertyfiles/18/198430/e0c194bf-48bf-4620-bfe3-ec4e616353e4.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24339,10000,,,Águeda,,urbano,245,0,"['https://cdn.proppy.app/propertyfiles/18/198429/41e43cf1-358e-44ff-be64-fc6323fe8cf6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198429/22d70c71-ba82-4ed1-9961-a2e4f285b142.jpg', 'https://cdn.proppy.app/propertyfiles/18/198429/2d01a157-8de3-49b1-bc12-5070a6179411.jpg', 'https://cdn.proppy.app/propertyfiles/18/198429/41d667b5-4d73-4e8f-b28a-1112003d0dfc.jpg', 'https://cdn.proppy.app/propertyfiles/18/198429/c5a10642-38ba-4bc5-ae34-684a9ec18cad.jpg', 'https://cdn.proppy.app/propertyfiles/18/198429/41e43cf1-358e-44ff-be64-fc6323fe8cf6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198429/22d70c71-ba82-4ed1-9961-a2e4f285b142.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24340,10000,,,Águeda,,urbano,245,0,"['https://cdn.proppy.app/propertyfiles/18/198428/0a4728f9-45de-494c-a033-7740ddc93815.jpg', 'https://cdn.proppy.app/propertyfiles/18/198428/f52db0a0-3424-4d03-a8b1-7e56907122f1.jpg', 'https://cdn.proppy.app/propertyfiles/18/198428/b99d9520-c5de-4dee-8aec-75fd61c3aa49.jpg', 'https://cdn.proppy.app/propertyfiles/18/198428/8246a088-a57b-4cb9-9039-d86da0633e16.jpg', 'https://cdn.proppy.app/propertyfiles/18/198428/0b55aaec-c923-4512-a4fc-7e5c2ec33733.jpg', 'https://cdn.proppy.app/propertyfiles/18/198428/0a4728f9-45de-494c-a033-7740ddc93815.jpg', 'https://cdn.proppy.app/propertyfiles/18/198428/f52db0a0-3424-4d03-a8b1-7e56907122f1.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24355,10000,,,Águeda,,urbano,245,0,"['https://cdn.proppy.app/propertyfiles/18/198422/3237bb78-3319-4f08-95bb-206e99b54779.jpg', 'https://cdn.proppy.app/propertyfiles/18/198422/00e75993-cc04-4972-84de-2915121c0ed8.jpg', 'https://cdn.proppy.app/propertyfiles/18/198422/9232ffc4-fd37-4a5d-83b8-16ec442e27d3.jpg', 'https://cdn.proppy.app/propertyfiles/18/198422/c2e39090-a11d-4631-8dde-02f61a43c55d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198422/1bcbc792-1cbf-4ebb-9d2c-0158f2404a0f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198422/3237bb78-3319-4f08-95bb-206e99b54779.jpg', 'https://cdn.proppy.app/propertyfiles/18/198422/00e75993-cc04-4972-84de-2915121c0ed8.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24356,10000,,,Águeda,,urbano,245,0,"['https://cdn.proppy.app/propertyfiles/18/198421/7dae3bea-1d78-45bf-8255-2541a74dfddc.jpg', 'https://cdn.proppy.app/propertyfiles/18/198421/877ae6ec-f488-40bc-a1db-8e78549e17e9.jpg', 'https://cdn.proppy.app/propertyfiles/18/198421/90232253-1d1b-4a61-9edb-d143a71647fa.jpg', 'https://cdn.proppy.app/propertyfiles/18/198421/286a3206-4673-4696-abf2-f9c6f062b588.jpg', 'https://cdn.proppy.app/propertyfiles/18/198421/0aee94c3-885c-44b7-859c-c74b28bbcbe3.jpg', 'https://cdn.proppy.app/propertyfiles/18/198421/7dae3bea-1d78-45bf-8255-2541a74dfddc.jpg', 'https://cdn.proppy.app/propertyfiles/18/198421/877ae6ec-f488-40bc-a1db-8e78549e17e9.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24357,10000,,,Águeda,,urbano,245,0,"['https://cdn.proppy.app/propertyfiles/18/198420/a2979cd4-b52b-4622-b89e-9aff6d1d6495.jpg', 'https://cdn.proppy.app/propertyfiles/18/198420/55f98682-f100-479f-bde2-f4f3e5ac9e32.jpg', 'https://cdn.proppy.app/propertyfiles/18/198420/8f84179c-d612-429c-99c7-fe19e5ff9c03.jpg', 'https://cdn.proppy.app/propertyfiles/18/198420/e21d42ea-275e-4f58-a67d-062c72d7c0cc.jpg', 'https://cdn.proppy.app/propertyfiles/18/198420/e0a3f9e4-47e9-4f95-b57c-09efa381abf2.jpg', 'https://cdn.proppy.app/propertyfiles/18/198420/a2979cd4-b52b-4622-b89e-9aff6d1d6495.jpg', 'https://cdn.proppy.app/propertyfiles/18/198420/55f98682-f100-479f-bde2-f4f3e5ac9e32.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24366,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198413/f11e09ff-a714-4214-8fb4-6dc81c556550.jpg', 'https://cdn.proppy.app/propertyfiles/18/198413/5849b8f8-4ca8-4ad8-a76e-7075a388fd63.jpg', 'https://cdn.proppy.app/propertyfiles/18/198413/62221e84-071c-4c1a-8096-68bd2080833c.jpg', 'https://cdn.proppy.app/propertyfiles/18/198413/42618b44-378b-4ea8-a992-37fea9e92c13.jpg', 'https://cdn.proppy.app/propertyfiles/18/198413/54297087-76a2-4748-a608-8ccf9b5bddfc.jpg', 'https://cdn.proppy.app/propertyfiles/18/198413/f11e09ff-a714-4214-8fb4-6dc81c556550.jpg', 'https://cdn.proppy.app/propertyfiles/18/198413/5849b8f8-4ca8-4ad8-a76e-7075a388fd63.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24367,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198412/4473e24f-7484-4567-acf7-3bd5e7df775f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198412/4f43516d-97e9-421c-aa7d-e12de3252aac.jpg', 'https://cdn.proppy.app/propertyfiles/18/198412/cb6ac77f-d849-4831-8dd7-01e815ad1364.jpg', 'https://cdn.proppy.app/propertyfiles/18/198412/4acd887b-4020-4d4c-a4c6-ed261cbe4fdb.jpg', 'https://cdn.proppy.app/propertyfiles/18/198412/a3e324e1-0aca-4d29-a37a-4e01106c238f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198412/4473e24f-7484-4567-acf7-3bd5e7df775f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198412/4f43516d-97e9-421c-aa7d-e12de3252aac.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24368,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198411/67182d12-4a7b-4e68-a4e0-563d0d929414.jpg', 'https://cdn.proppy.app/propertyfiles/18/198411/8131c248-e9ae-4ecd-847b-6819392cf4fa.jpg', 'https://cdn.proppy.app/propertyfiles/18/198411/bb18063d-969b-4104-b148-14cb755aa107.jpg', 'https://cdn.proppy.app/propertyfiles/18/198411/ae935d1c-a3cc-4dd7-95d1-27b86d8d3dc7.jpg', 'https://cdn.proppy.app/propertyfiles/18/198411/12361ea0-304e-45a7-a3e8-be30bc04cb46.jpg', 'https://cdn.proppy.app/propertyfiles/18/198411/67182d12-4a7b-4e68-a4e0-563d0d929414.jpg', 'https://cdn.proppy.app/propertyfiles/18/198411/8131c248-e9ae-4ecd-847b-6819392cf4fa.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24372,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198407/d27747cd-39a9-4cc9-9da3-888c5c3baaa1.jpg', 'https://cdn.proppy.app/propertyfiles/18/198407/1b363525-81fc-44ef-9332-9d64422035bc.jpg', 'https://cdn.proppy.app/propertyfiles/18/198407/9d1cb192-fbe3-48df-8f47-5017ac9c2c29.jpg', 'https://cdn.proppy.app/propertyfiles/18/198407/ffff8355-adb6-49ee-b575-e1a3289b2153.jpg', 'https://cdn.proppy.app/propertyfiles/18/198407/20c3690e-1fc7-40e0-8b21-475e62cb77ff.jpg', 'https://cdn.proppy.app/propertyfiles/18/198407/d27747cd-39a9-4cc9-9da3-888c5c3baaa1.jpg', 'https://cdn.proppy.app/propertyfiles/18/198407/1b363525-81fc-44ef-9332-9d64422035bc.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24373,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198406/e21b40c7-91ac-4f73-84f1-080ff5341820.jpg', 'https://cdn.proppy.app/propertyfiles/18/198406/dfbbd480-50a7-471b-ba06-665a11222b3f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198406/92fc9013-376b-40d2-ae8c-c56036d55d67.jpg', 'https://cdn.proppy.app/propertyfiles/18/198406/9d938bed-c886-4323-b0d3-ccf48b0c45cf.jpg', 'https://cdn.proppy.app/propertyfiles/18/198406/afb8d8c2-fa4d-4e8d-8b3c-93b6e2395307.jpg', 'https://cdn.proppy.app/propertyfiles/18/198406/e21b40c7-91ac-4f73-84f1-080ff5341820.jpg', 'https://cdn.proppy.app/propertyfiles/18/198406/dfbbd480-50a7-471b-ba06-665a11222b3f.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24374,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198405/192801dd-cfc7-4555-8f35-366041423fdf.jpg', 'https://cdn.proppy.app/propertyfiles/18/198405/7f81faf2-857a-4af5-ad6f-bf02f38257a4.jpg', 'https://cdn.proppy.app/propertyfiles/18/198405/8b873583-7bb1-4f36-9e65-55bc381080ac.jpg', 'https://cdn.proppy.app/propertyfiles/18/198405/3ab69714-fe8c-4cd0-959d-0e362fb96e04.jpg', 'https://cdn.proppy.app/propertyfiles/18/198405/054b1f57-be8d-4d65-8ea1-1fe8be811a5c.jpg', 'https://cdn.proppy.app/propertyfiles/18/198405/192801dd-cfc7-4555-8f35-366041423fdf.jpg', 'https://cdn.proppy.app/propertyfiles/18/198405/7f81faf2-857a-4af5-ad6f-bf02f38257a4.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24375,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198404/70664d34-8a7d-4cc5-982a-30cdfab74cf4.jpg', 'https://cdn.proppy.app/propertyfiles/18/198404/4943c6be-ee51-466c-85f5-c1ad0dcb2e39.jpg', 'https://cdn.proppy.app/propertyfiles/18/198404/2565f026-7fed-435e-9981-2985a03dabba.jpg', 'https://cdn.proppy.app/propertyfiles/18/198404/ceb9aa4f-2a25-4d72-95ff-260b4a1c2245.jpg', 'https://cdn.proppy.app/propertyfiles/18/198404/73285658-4868-4309-847d-dc3de726cd94.jpg', 'https://cdn.proppy.app/propertyfiles/18/198404/70664d34-8a7d-4cc5-982a-30cdfab74cf4.jpg', 'https://cdn.proppy.app/propertyfiles/18/198404/4943c6be-ee51-466c-85f5-c1ad0dcb2e39.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,24376,10000,,,Águeda,,urbano,246,0,"['https://cdn.proppy.app/propertyfiles/18/198403/0e7eabab-9006-4b45-9411-7607c88c69d6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198403/0a4d0775-09a6-46ff-86f8-899dfe7d57a6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198403/48abae79-fc80-469b-99a8-2d2323b73187.jpg', 'https://cdn.proppy.app/propertyfiles/18/198403/e50e3cbb-1087-4f4c-a9bf-b6e74546cdfe.jpg', 'https://cdn.proppy.app/propertyfiles/18/198403/86a90d7b-bf20-4541-992a-bcb2640b41a6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198403/0e7eabab-9006-4b45-9411-7607c88c69d6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198403/0a4d0775-09a6-46ff-86f8-899dfe7d57a6.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Outros,24378,14500,,,Águeda,Valongo do Vouga,Outros,13880,0,"['https://cdn.proppy.app/propertyfiles/18/198402/7b0375ef-3401-4218-88da-dac05c758baf.jpg', 'https://cdn.proppy.app/propertyfiles/18/198402/212a03d5-6658-428d-9267-fa4664e03e61.jpg', 'https://cdn.proppy.app/propertyfiles/18/198402/d9680edb-0b1f-45e0-bee8-c6174c7e2fd5.jpg', 'https://cdn.proppy.app/propertyfiles/18/198402/7b1a8430-179d-401f-bbc7-f9f95f43bc0f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198402/8b36802c-4169-4915-99c7-2849aa9e67df.jpg', 'https://cdn.proppy.app/propertyfiles/18/198402/7b0375ef-3401-4218-88da-dac05c758baf.jpg', 'https://cdn.proppy.app/propertyfiles/18/198402/212a03d5-6658-428d-9267-fa4664e03e61.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,15568,299000,,,Vendas Novas,,/ comércio,225,1982,"['https://cdn.proppy.app/propertyfiles/18/198381/bb0da8dc-7efa-4cb1-bd51-39d0bfda063d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198381/06d3604a-b571-4335-a2af-8cd87730a714.jpg', 'https://cdn.proppy.app/propertyfiles/18/198381/443ff578-3a38-4a2b-befa-15163a634451.jpg', 'https://cdn.proppy.app/propertyfiles/18/198381/a3c0fad1-32f0-4d36-a206-4269ef76db4a.jpg', 'https://cdn.proppy.app/propertyfiles/18/198381/be4254ec-4a5e-408b-854f-b72f77d1ad36.jpg', 'https://cdn.proppy.app/propertyfiles/18/198381/bb0da8dc-7efa-4cb1-bd51-39d0bfda063d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198381/06d3604a-b571-4335-a2af-8cd87730a714.jpg']",Santander,Ana Ventosa,ana.ventosa@servexternos.santander.pt,938883045

Loja / comércio,25031,149000,,,Santa Maria da Feira,,/ comércio,107,1992,"['https://cdn.proppy.app/propertyfiles/18/198222/f5435650-c796-4bb3-90d7-31ee8d801118.jpg', 'https://cdn.proppy.app/propertyfiles/18/198222/a10a9386-fe6c-4e9f-a52a-ed366609d35c.jpg', 'https://cdn.proppy.app/propertyfiles/18/198222/c54ec911-feb5-476a-bd35-de4e297c3e61.jpg', 'https://cdn.proppy.app/propertyfiles/18/198222/c4e05cf5-93a6-4526-9d7f-e13432b0e49b.jpg', 'https://cdn.proppy.app/propertyfiles/18/198222/9f7f93e2-875a-4ce7-8013-7c5b0f9ed441.jpg', 'https://cdn.proppy.app/propertyfiles/18/198222/f5435650-c796-4bb3-90d7-31ee8d801118.jpg', 'https://cdn.proppy.app/propertyfiles/18/198222/a10a9386-fe6c-4e9f-a52a-ed366609d35c.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terrenos rústicos e quintas,25657,87500,,,Aveiro,,s rústicos e quintas,2800,0,"['https://cdn.proppy.app/propertyfiles/18/198218/f9cbb233-f53a-4df3-8dfd-9fc7dabb2b57.jpg', 'https://cdn.proppy.app/propertyfiles/18/198218/06b973ae-a2c6-4ad7-b50f-c56145ca39b5.jpg', 'https://cdn.proppy.app/propertyfiles/18/198218/bb104e65-ebca-4a6b-ab8a-8f5fce3d4960.jpg', 'https://cdn.proppy.app/propertyfiles/18/198218/f9cbb233-f53a-4df3-8dfd-9fc7dabb2b57.jpg', 'https://cdn.proppy.app/propertyfiles/18/198218/06b973ae-a2c6-4ad7-b50f-c56145ca39b5.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Moradia,26050,175000,,,Montemor-o-Velho,"Abrunheira, Verride e Vila Nova da Barca",; Não aplicável,180,1950,"['https://cdn.proppy.app/propertyfiles/18/198175/5eed2080-8b22-4d4d-9548-8f2bc6d83a6b.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/fd5e92ab-030e-496c-a775-95e0d34270a1.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/90762b83-968a-44ff-825d-2b0342958aa3.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/7a850e9c-f485-4acf-8417-1869570874f0.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/187e44b6-e88b-4cad-9d33-c8025743ab8b.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/f85a992e-f119-405e-a542-ebb4b5a0ebb1.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/93e75fca-a154-4ee2-bd47-b84e7f4ed000.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/24f7e361-1a17-43a3-bdb4-a1f42999c959.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/55269711-d33f-4833-8240-574f174dd3f9.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/5eed2080-8b22-4d4d-9548-8f2bc6d83a6b.jpg', 'https://cdn.proppy.app/propertyfiles/18/198175/fd5e92ab-030e-496c-a775-95e0d34270a1.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26626,77500,,,Ovar,Cortegaça,/ comércio,86,1992,"['https://cdn.proppy.app/propertyfiles/18/198159/bbe9a4d5-fb2d-4a0c-aff2-559b27384f62.jpg', 'https://cdn.proppy.app/propertyfiles/18/198159/a3ad9470-dfa7-4ed0-aafc-bcdcb3e81c65.jpg', 'https://cdn.proppy.app/propertyfiles/18/198159/b669d2a2-3361-44a7-b3e5-16368e335d3e.jpg', 'https://cdn.proppy.app/propertyfiles/18/198159/a54b1149-b298-4c01-a2d1-317626610406.jpg', 'https://cdn.proppy.app/propertyfiles/18/198159/42c186df-5532-4b96-bb5c-063c15dbacfd.jpg', 'https://cdn.proppy.app/propertyfiles/18/198159/308522cb-9129-439b-ba8a-83318d776309.jpg', 'https://cdn.proppy.app/propertyfiles/18/198159/bbe9a4d5-fb2d-4a0c-aff2-559b27384f62.jpg', 'https://cdn.proppy.app/propertyfiles/18/198159/a3ad9470-dfa7-4ed0-aafc-bcdcb3e81c65.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26627,79000,,,Ovar,Cortegaça,/ comércio,84,1992,"['https://cdn.proppy.app/propertyfiles/18/198158/6002d7ea-2a65-4e36-a819-9084150f5e30.jpg', 'https://cdn.proppy.app/propertyfiles/18/198158/4e55e1f4-3fea-496f-875a-108ed988e87d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198158/81d7cc07-c605-4cbb-a5c9-b32711479d83.jpg', 'https://cdn.proppy.app/propertyfiles/18/198158/07fc7a0d-d702-4af2-bf6b-b2664e5bca48.jpg', 'https://cdn.proppy.app/propertyfiles/18/198158/6c0281dc-553d-41e1-a754-dc45d6144638.jpg', 'https://cdn.proppy.app/propertyfiles/18/198158/1aab9d90-5963-47c5-9ad7-875fd1a03e35.jpg', 'https://cdn.proppy.app/propertyfiles/18/198158/6002d7ea-2a65-4e36-a819-9084150f5e30.jpg', 'https://cdn.proppy.app/propertyfiles/18/198158/4e55e1f4-3fea-496f-875a-108ed988e87d.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26494,154999,,,Santarém,,/ comércio,242,1994,"['https://cdn.proppy.app/propertyfiles/18/198136/ee68b937-60b6-4513-af3d-0d329bbc1177.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/e3269c66-60a8-46af-98a5-c65f3e065f4d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/ae1da747-6a28-47a1-83e9-22f6aaeadc0e.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/5e682787-4720-469e-a946-f8b5b65b9670.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/fb2e3832-3078-4c7a-a51a-f6671af05518.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/5ed923eb-1384-4681-84c5-4d7ed9fdea7d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/fb82ca8a-145b-4534-8740-7b68f701d84d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/51e0e8d7-453a-484a-8dad-62639a536ed0.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/0bd3cc9f-efe6-4c51-b88c-a4e965032a95.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/ee68b937-60b6-4513-af3d-0d329bbc1177.jpg', 'https://cdn.proppy.app/propertyfiles/18/198136/e3269c66-60a8-46af-98a5-c65f3e065f4d.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,20278,164000,,,Gondomar,,urbano,2200,0,"['https://cdn.proppy.app/propertyfiles/18/198130/ea4fd64a-d152-414d-b5fa-e79daf30323f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198130/abfcf27e-906e-430f-8f36-d5c55cb57b86.jpg', 'https://cdn.proppy.app/propertyfiles/18/198130/c3dc9bb2-439a-426d-82cd-72244c9e492f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198130/d68eb982-4222-4b40-893f-beea8aedda1d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198130/fb1ce8e9-1bec-400b-8aa9-91c2ce14aa9d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198130/81949018-2dec-4883-83c0-6cbc89015fe4.jpg', 'https://cdn.proppy.app/propertyfiles/18/198130/ea4fd64a-d152-414d-b5fa-e79daf30323f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198130/abfcf27e-906e-430f-8f36-d5c55cb57b86.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26929,135000,,,Torres Novas,,/ comércio,215,2013,"['https://cdn.proppy.app/propertyfiles/18/198125/743e1145-1933-4c2e-9275-18a5c939901c.jpg', 'https://cdn.proppy.app/propertyfiles/18/198125/9e51aef3-b8ce-4e51-99cd-8b2025d61f2a.jpg', 'https://cdn.proppy.app/propertyfiles/18/198125/2ab05f7d-733f-4ea9-9a96-b075a9ece33d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198125/4f7d5478-103c-4da0-98ee-ea2b7c566a07.jpg', 'https://cdn.proppy.app/propertyfiles/18/198125/6361e330-d041-420c-98aa-561285f0ee89.jpg', 'https://cdn.proppy.app/propertyfiles/18/198125/743e1145-1933-4c2e-9275-18a5c939901c.jpg', 'https://cdn.proppy.app/propertyfiles/18/198125/9e51aef3-b8ce-4e51-99cd-8b2025d61f2a.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26863,18500,,,Funchal,Funchal (Santa Luzia),/ comércio,31,1984,"['https://cdn.proppy.app/propertyfiles/18/198099/4a6050bd-29c2-4f35-8847-52af605c3eb3.jpg', 'https://cdn.proppy.app/propertyfiles/18/198099/27a85dac-3e95-4e69-ba9d-2d09fb4db896.jpg', 'https://cdn.proppy.app/propertyfiles/18/198099/d3e818d8-b3fe-4ef4-bba5-1c3cced66277.jpg', 'https://cdn.proppy.app/propertyfiles/18/198099/7b17c365-f6ab-4967-92cb-97c73918f33d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198099/f3c20234-70e0-4f8b-b9e0-0757f914a2a3.jpg', 'https://cdn.proppy.app/propertyfiles/18/198099/4a6050bd-29c2-4f35-8847-52af605c3eb3.jpg', 'https://cdn.proppy.app/propertyfiles/18/198099/27a85dac-3e95-4e69-ba9d-2d09fb4db896.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26864,21500,,,Funchal,Funchal (Santa Luzia),/ comércio,43,1984,"['https://cdn.proppy.app/propertyfiles/18/198098/be1e4270-43da-46cf-bec7-c5c4f0cbf3df.jpg', 'https://cdn.proppy.app/propertyfiles/18/198098/fa89da71-a236-43f8-b56f-83c63b5bbd45.jpg', 'https://cdn.proppy.app/propertyfiles/18/198098/48fca9be-97fc-4472-8b6a-b2e9f9979709.jpg', 'https://cdn.proppy.app/propertyfiles/18/198098/bac8ff92-b763-4398-abad-6dbefa76660f.jpg', 'https://cdn.proppy.app/propertyfiles/18/198098/21b07813-3968-41a4-9301-8bcac61fe184.jpg', 'https://cdn.proppy.app/propertyfiles/18/198098/be1e4270-43da-46cf-bec7-c5c4f0cbf3df.jpg', 'https://cdn.proppy.app/propertyfiles/18/198098/fa89da71-a236-43f8-b56f-83c63b5bbd45.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26865,18700,,,Funchal,Funchal (Santa Luzia),/ comércio,32,1984,"['https://cdn.proppy.app/propertyfiles/18/198097/347e5418-73e9-4f5e-9723-5d3c9a2a7fee.jpg', 'https://cdn.proppy.app/propertyfiles/18/198097/89e97f00-5114-4269-954c-188581ed34bd.jpg', 'https://cdn.proppy.app/propertyfiles/18/198097/53303c15-afe2-49fc-99d8-a7ca9b232745.jpg', 'https://cdn.proppy.app/propertyfiles/18/198097/337ed94f-aa25-4e27-9f5d-2237b5ea3058.jpg', 'https://cdn.proppy.app/propertyfiles/18/198097/f167efdd-974d-4ab7-96ad-e0d67d9530e1.jpg', 'https://cdn.proppy.app/propertyfiles/18/198097/347e5418-73e9-4f5e-9723-5d3c9a2a7fee.jpg', 'https://cdn.proppy.app/propertyfiles/18/198097/89e97f00-5114-4269-954c-188581ed34bd.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26866,22800,,,Funchal,Funchal (Santa Luzia),/ comércio,46,1984,"['https://cdn.proppy.app/propertyfiles/18/198096/56559054-6d93-4068-b220-0f8ed599cfd9.jpg', 'https://cdn.proppy.app/propertyfiles/18/198096/3e19e97e-6d0a-42ff-a2eb-f127dd3a3d9a.jpg', 'https://cdn.proppy.app/propertyfiles/18/198096/091fa65d-3f94-432c-b8bf-0771cd886a85.jpg', 'https://cdn.proppy.app/propertyfiles/18/198096/c4e0e71d-1ea4-4d96-8530-8adc5da3cecc.jpg', 'https://cdn.proppy.app/propertyfiles/18/198096/9a3005f3-c6ca-4f25-8e7c-70eb0b0e5fe8.jpg', 'https://cdn.proppy.app/propertyfiles/18/198096/56559054-6d93-4068-b220-0f8ed599cfd9.jpg', 'https://cdn.proppy.app/propertyfiles/18/198096/3e19e97e-6d0a-42ff-a2eb-f127dd3a3d9a.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

